                * mem4ristor v2.6 - behavioral model validation
                Transient Analysis  Sat Jan 31 15:26:43  2026
--------------------------------------------------------------------------------
Index   time            v(v_node)       v(w_node)       
--------------------------------------------------------------------------------
0	1.000000e-03	-9.99415e-01	2.395474e-05	
1	2.000000e-03	-9.98831e-01	4.786429e-05	
2	4.000000e-03	-9.97665e-01	9.559315e-05	
3	8.000000e-03	-9.95343e-01	1.905110e-04	
4	1.600000e-02	-9.90740e-01	3.782029e-04	
5	3.200000e-02	-9.81696e-01	7.451368e-04	
6	6.400000e-02	-9.64233e-01	1.446170e-03	
7	1.000000e-01	-9.45536e-01	2.184420e-03	
8	1.064000e-01	-9.42326e-01	2.309437e-03	
9	1.192000e-01	-9.35964e-01	2.556314e-03	
10	1.448000e-01	-9.23581e-01	3.031466e-03	
11	1.960000e-01	-9.00105e-01	3.910549e-03	
12	2.960000e-01	-8.58730e-01	5.375607e-03	
13	3.960000e-01	-8.22550e-01	6.538855e-03	
14	4.960000e-01	-7.90755e-01	7.436799e-03	
15	5.960000e-01	-7.62732e-01	8.100466e-03	
16	6.960000e-01	-7.37973e-01	8.556587e-03	
17	7.960000e-01	-7.16057e-01	8.828339e-03	
18	8.960000e-01	-6.96629e-01	8.935927e-03	
19	9.960000e-01	-6.79386e-01	8.897051e-03	
20	1.096000e+00	-6.64071e-01	8.727278e-03	
21	1.196000e+00	-6.50463e-01	8.440352e-03	
22	1.296000e+00	-6.38369e-01	8.048446e-03	
23	1.396000e+00	-6.27623e-01	7.562368e-03	
24	1.496000e+00	-6.18078e-01	6.991742e-03	
25	1.596000e+00	-6.09606e-01	6.345153e-03	
26	1.696000e+00	-6.02094e-01	5.630275e-03	
27	1.796000e+00	-5.95444e-01	4.853979e-03	
28	1.896000e+00	-5.89566e-01	4.022425e-03	
29	1.996000e+00	-5.84383e-01	3.141144e-03	
30	2.096000e+00	-5.79823e-01	2.215109e-03	
31	2.196000e+00	-5.75826e-01	1.248791e-03	
32	2.296000e+00	-5.72335e-01	2.462190e-04	
33	2.396000e+00	-5.69300e-01	-7.88977e-04	
34	2.496000e+00	-5.66677e-01	-1.85352e-03	
35	2.596000e+00	-5.64426e-01	-2.94447e-03	
36	2.696000e+00	-5.62509e-01	-4.05914e-03	
37	2.796000e+00	-5.60896e-01	-5.19513e-03	
38	2.896000e+00	-5.59556e-01	-6.35027e-03	
39	2.996000e+00	-5.58464e-01	-7.52258e-03	
40	3.096000e+00	-5.57595e-01	-8.71029e-03	
41	3.196000e+00	-5.56928e-01	-9.91178e-03	
42	3.296000e+00	-5.56444e-01	-1.11256e-02	
43	3.396000e+00	-5.56125e-01	-1.23505e-02	
44	3.496000e+00	-5.55955e-01	-1.35851e-02	
45	3.596000e+00	-5.55919e-01	-1.48286e-02	
46	3.696000e+00	-5.56006e-01	-1.60798e-02	
47	3.796000e+00	-5.56203e-01	-1.73379e-02	
48	3.896000e+00	-5.56500e-01	-1.86021e-02	
49	3.996000e+00	-5.56887e-01	-1.98716e-02	
50	4.096000e+00	-5.57355e-01	-2.11459e-02	
51	4.196000e+00	-5.57896e-01	-2.24243e-02	
52	4.296000e+00	-5.58504e-01	-2.37064e-02	
53	4.396000e+00	-5.59171e-01	-2.49915e-02	
54	4.496000e+00	-5.59892e-01	-2.62793e-02	

