D,Ratio,Entropy
0.17142857142857143,0.028571428571428574,1.8381733676776015
0.17142857142857143,0.05714285714285715,1.823205481439108
0.17142857142857143,0.08571428571428572,1.8240757612132845
0.17142857142857143,0.1142857142857143,1.8381490285105582
0.17142857142857143,0.14285714285714288,1.820447935713712
0.17142857142857143,0.17142857142857143,1.7985689047721247
0.17142857142857143,0.2,1.8026929290648959
0.17142857142857143,0.2285714285714286,1.800291890745779
0.17142857142857143,0.2571428571428572,1.7813839493925732
0.17142857142857143,0.28571428571428575,1.7546549696362403
0.17142857142857143,0.31428571428571433,1.7439208732104892
0.17142857142857143,0.34285714285714286,1.726369318094366
0.17142857142857143,0.37142857142857144,1.6661897354865558
0.17142857142857143,0.4,1.6243889193139256
0.2142857142857143,0.0,1.8505796769988543
0.2142857142857143,0.028571428571428574,1.8381733676776015
0.2142857142857143,0.05714285714285715,1.823205481439108
0.2142857142857143,0.08571428571428572,1.8240757612132845
0.2142857142857143,0.1142857142857143,1.8381490285105582
0.2142857142857143,0.14285714285714288,1.820447935713712
0.2142857142857143,0.17142857142857143,1.7985689047721247
0.2142857142857143,0.2,1.8026929290648959
0.2142857142857143,0.2285714285714286,1.800291890745779
0.2142857142857143,0.2571428571428572,1.7813839493925732
0.2142857142857143,0.28571428571428575,1.7546549696362403
0.2142857142857143,0.31428571428571433,1.7439208732104892
0.2142857142857143,0.34285714285714286,1.726369318094366
0.2142857142857143,0.37142857142857144,1.6661897354865558
0.2142857142857143,0.4,1.6243889193139256
0.2571428571428571,0.0,1.8505796769988543
0.2571428571428571,0.028571428571428574,1.8381733676776015
0.2571428571428571,0.05714285714285715,1.823205481439108
0.2571428571428571,0.08571428571428572,1.8240757612132845
0.2571428571428571,0.1142857142857143,1.8381490285105582
0.2571428571428571,0.14285714285714288,1.820447935713712
0.2571428571428571,0.17142857142857143,1.7985689047721247
0.2571428571428571,0.2,1.8026929290648959
0.2571428571428571,0.2285714285714286,1.800291890745779
0.2571428571428571,0.2571428571428572,1.7813839493925732
0.2571428571428571,0.28571428571428575,1.7546549696362403
0.2571428571428571,0.31428571428571433,1.7439208732104892
0.2571428571428571,0.34285714285714286,1.726369318094366
0.2571428571428571,0.37142857142857144,1.6661897354865558
0.2571428571428571,0.4,1.6243889193139256
0.3,0.0,1.8505796769988543
0.3,0.028571428571428574,1.8381733676776015
0.3,0.05714285714285715,1.823205481439108
0.3,0.08571428571428572,1.8240757612132845
0.3,0.1142857142857143,1.8381490285105582
0.3,0.14285714285714288,1.820447935713712
0.3,0.17142857142857143,1.7985689047721247
0.3,0.2,1.8026929290648959
0.3,0.2285714285714286,1.800291890745779
0.3,0.2571428571428572,1.7813839493925732
0.3,0.28571428571428575,1.7546549696362403
0.3,0.31428571428571433,1.7439208732104892
0.3,0.34285714285714286,1.726369318094366
0.3,0.37142857142857144,1.6661897354865558
0.3,0.4,1.6243889193139256
0.34285714285714286,0.0,1.8505796769988543
0.34285714285714286,0.028571428571428574,1.8381733676776015
0.34285714285714286,0.05714285714285715,1.823205481439108
0.34285714285714286,0.08571428571428572,1.8240757612132845
0.34285714285714286,0.1142857142857143,1.8381490285105582
0.34285714285714286,0.14285714285714288,1.820447935713712
0.34285714285714286,0.17142857142857143,1.7985689047721247
0.34285714285714286,0.2,1.8026929290648959
0.34285714285714286,0.2285714285714286,1.800291890745779
0.34285714285714286,0.2571428571428572,1.7813839493925732
0.34285714285714286,0.28571428571428575,1.7546549696362403
0.34285714285714286,0.31428571428571433,1.7439208732104892
0.34285714285714286,0.34285714285714286,1.726369318094366
0.34285714285714286,0.37142857142857144,1.6661897354865558
0.34285714285714286,0.4,1.6243889193139256
0.38571428571428573,0.0,1.8505796769988543
0.38571428571428573,0.028571428571428574,1.8381733676776015
0.38571428571428573,0.05714285714285715,1.823205481439108
0.38571428571428573,0.08571428571428572,1.8240757612132845
0.38571428571428573,0.1142857142857143,1.8381490285105582
0.38571428571428573,0.14285714285714288,1.820447935713712
0.38571428571428573,0.17142857142857143,1.7985689047721247
0.38571428571428573,0.2,1.8026929290648959
0.38571428571428573,0.2285714285714286,1.800291890745779
0.38571428571428573,0.2571428571428572,1.7813839493925732
0.38571428571428573,0.28571428571428575,1.7546549696362403
0.38571428571428573,0.31428571428571433,1.7439208732104892
0.38571428571428573,0.34285714285714286,1.726369318094366
0.38571428571428573,0.37142857142857144,1.6661897354865558
0.38571428571428573,0.4,1.6243889193139256
0.4285714285714286,0.0,1.8505796769988543
0.4285714285714286,0.028571428571428574,1.8381733676776015
0.4285714285714286,0.05714285714285715,1.823205481439108
0.4285714285714286,0.08571428571428572,1.8240757612132845
0.4285714285714286,0.1142857142857143,1.8381490285105582
0.4285714285714286,0.14285714285714288,1.820447935713712
0.4285714285714286,0.17142857142857143,1.7985689047721247
0.4285714285714286,0.2,1.8026929290648959
0.4285714285714286,0.2285714285714286,1.800291890745779
0.4285714285714286,0.2571428571428572,1.7813839493925732
0.4285714285714286,0.28571428571428575,1.7546549696362403
0.4285714285714286,0.31428571428571433,1.7439208732104892
0.4285714285714286,0.34285714285714286,1.726369318094366
0.4285714285714286,0.37142857142857144,1.6661897354865558
0.4285714285714286,0.4,1.6243889193139256
0.4714285714285714,0.0,1.8505796769988543
0.4714285714285714,0.028571428571428574,1.8381733676776015
0.4714285714285714,0.05714285714285715,1.823205481439108
0.4714285714285714,0.08571428571428572,1.8240757612132845
0.4714285714285714,0.1142857142857143,1.8381490285105582
0.4714285714285714,0.14285714285714288,1.820447935713712
0.4714285714285714,0.17142857142857143,1.7985689047721247
0.4714285714285714,0.2,1.8026929290648959
0.4714285714285714,0.2285714285714286,1.800291890745779
0.4714285714285714,0.2571428571428572,1.7813839493925732
0.4714285714285714,0.28571428571428575,1.7546549696362403
0.4714285714285714,0.31428571428571433,1.7439208732104892
0.4714285714285714,0.34285714285714286,1.726369318094366
0.4714285714285714,0.37142857142857144,1.6661897354865558
0.4714285714285714,0.4,1.6243889193139256
0.5142857142857142,0.0,1.8505796769988543
0.5142857142857142,0.028571428571428574,1.8381733676776015
0.5142857142857142,0.05714285714285715,1.823205481439108
0.5142857142857142,0.08571428571428572,1.8240757612132845
0.5142857142857142,0.1142857142857143,1.8381490285105582
0.5142857142857142,0.14285714285714288,1.820447935713712
0.5142857142857142,0.17142857142857143,1.7985689047721247
0.5142857142857142,0.2,1.8026929290648959
0.5142857142857142,0.2285714285714286,1.800291890745779
0.5142857142857142,0.2571428571428572,1.7813839493925732
0.5142857142857142,0.28571428571428575,1.7546549696362403
0.5142857142857142,0.31428571428571433,1.7439208732104892
0.5142857142857142,0.34285714285714286,1.726369318094366
0.5142857142857142,0.37142857142857144,1.6661897354865558
0.5142857142857142,0.4,1.6243889193139256
0.5571428571428572,0.0,1.8505796769988543
0.5571428571428572,0.028571428571428574,1.8381733676776015
0.5571428571428572,0.05714285714285715,1.823205481439108
0.5571428571428572,0.08571428571428572,1.8240757612132845
0.5571428571428572,0.1142857142857143,1.8381490285105582
0.5571428571428572,0.14285714285714288,1.820447935713712
0.5571428571428572,0.17142857142857143,1.7985689047721247
0.5571428571428572,0.2,1.8026929290648959
0.5571428571428572,0.2285714285714286,1.800291890745779
0.5571428571428572,0.2571428571428572,1.7813839493925732
0.5571428571428572,0.28571428571428575,1.7546549696362403
0.5571428571428572,0.31428571428571433,1.7439208732104892
0.5571428571428572,0.34285714285714286,1.726369318094366
0.5571428571428572,0.37142857142857144,1.6661897354865558
0.5571428571428572,0.4,1.6243889193139256
0.6,0.0,1.8505796769988543
0.6,0.028571428571428574,1.8381733676776015
0.6,0.05714285714285715,1.823205481439108
0.6,0.08571428571428572,1.8240757612132845
0.6,0.1142857142857143,1.8381490285105582
0.6,0.14285714285714288,1.820447935713712
0.6,0.17142857142857143,1.7985689047721247
0.6,0.2,1.8026929290648959
0.6,0.2285714285714286,1.800291890745779
0.6,0.2571428571428572,1.7813839493925732
0.6,0.28571428571428575,1.7546549696362403
0.6,0.31428571428571433,1.7439208732104892
0.6,0.34285714285714286,1.726369318094366
0.6,0.37142857142857144,1.6661897354865558
0.6,0.4,1.6243889193139256
