D,Ratio,Entropy
0.0,0.0,1.8505796769988543
0.0,0.028571428571428574,1.8381733676776015
0.0,0.05714285714285715,1.823205481439108
0.0,0.08571428571428572,1.8240757612132845
0.0,0.1142857142857143,1.8381490285105582
0.0,0.14285714285714288,1.820447935713712
0.0,0.17142857142857143,1.7985689047721247
0.0,0.2,1.8026929290648959
0.0,0.2285714285714286,1.800291890745779
0.0,0.2571428571428572,1.7813839493925732
0.0,0.28571428571428575,1.7546549696362403
0.0,0.31428571428571433,1.7439208732104892
0.0,0.34285714285714286,1.726369318094366
0.0,0.37142857142857144,1.6661897354865558
0.0,0.4,1.6243889193139256
0.04285714285714286,0.0,1.8505796769988543
0.04285714285714286,0.028571428571428574,1.8381733676776015
0.04285714285714286,0.05714285714285715,1.823205481439108
0.04285714285714286,0.08571428571428572,1.8240757612132845
0.04285714285714286,0.1142857142857143,1.8381490285105582
0.04285714285714286,0.14285714285714288,1.820447935713712
0.04285714285714286,0.17142857142857143,1.7985689047721247
0.04285714285714286,0.2,1.8026929290648959
0.04285714285714286,0.2285714285714286,1.800291890745779
0.04285714285714286,0.2571428571428572,1.7813839493925732
0.04285714285714286,0.28571428571428575,1.7546549696362403
0.04285714285714286,0.31428571428571433,1.7439208732104892
0.04285714285714286,0.34285714285714286,1.726369318094366
0.04285714285714286,0.37142857142857144,1.6661897354865558
0.04285714285714286,0.4,1.6243889193139256
0.08571428571428572,0.0,1.8505796769988543
0.08571428571428572,0.028571428571428574,1.8381733676776015
0.08571428571428572,0.05714285714285715,1.823205481439108
0.08571428571428572,0.08571428571428572,1.8240757612132845
0.08571428571428572,0.1142857142857143,1.8381490285105582
0.08571428571428572,0.14285714285714288,1.820447935713712
0.08571428571428572,0.17142857142857143,1.7985689047721247
0.08571428571428572,0.2,1.8026929290648959
0.08571428571428572,0.2285714285714286,1.800291890745779
0.08571428571428572,0.2571428571428572,1.7813839493925732
0.08571428571428572,0.28571428571428575,1.7546549696362403
0.08571428571428572,0.31428571428571433,1.7439208732104892
0.08571428571428572,0.34285714285714286,1.726369318094366
0.08571428571428572,0.37142857142857144,1.6661897354865558
0.08571428571428572,0.4,1.6243889193139256
0.12857142857142856,0.0,1.8505796769988543
0.12857142857142856,0.028571428571428574,1.8381733676776015
0.12857142857142856,0.05714285714285715,1.823205481439108
0.12857142857142856,0.08571428571428572,1.8240757612132845
0.12857142857142856,0.1142857142857143,1.8381490285105582
0.12857142857142856,0.14285714285714288,1.820447935713712
0.12857142857142856,0.17142857142857143,1.7985689047721247
0.12857142857142856,0.2,1.8026929290648959
0.12857142857142856,0.2285714285714286,1.800291890745779
0.12857142857142856,0.2571428571428572,1.7813839493925732
0.12857142857142856,0.28571428571428575,1.7546549696362403
0.12857142857142856,0.31428571428571433,1.7439208732104892
0.12857142857142856,0.34285714285714286,1.726369318094366
0.12857142857142856,0.37142857142857144,1.6661897354865558
0.12857142857142856,0.4,1.6243889193139256
0.17142857142857143,0.0,1.8505796769988543
